conselho ;conselheiro;setor;posicao
ALIMENTAÇÃO ESCOLAR ;Maria Helena Cordeiro;Sociedade civil;titular
ALIMENTAÇÃO ESCOLAR ;Fabiana Campista Angelo;Sociedade civil;Suplente
ALIMENTAÇÃO ESCOLAR ;Érika Alves da Silva Ramos;Sociedade civil;titular
ALIMENTAÇÃO ESCOLAR ;Cristiane dos Passos da Silva;Sociedade civil;Suplente
ALIMENTAÇÃO ESCOLAR ;Helmar Amorim de Souza Oliveira;;titular
ALIMENTAÇÃO ESCOLAR ;Odete Pereira da Rocha;;Suplente
ALIMENTAÇÃO ESCOLAR ;Dalicéa Schueller dos Santos;;titular
ALIMENTAÇÃO ESCOLAR ;Isabel Cristina Pinto Pinheiro;;Suplente
Meio Ambiente e Saneamento;Carlos Ronald Macabu Arêas;Poder Público;Titular
Meio Ambiente e Saneamento;Roger Rangel Coutinho;Poder Público;Suplente
Meio Ambiente e Saneamento;Francisco Eduardo Leal;Poder Público;Titular
Meio Ambiente e Saneamento;Cirabel Ribeiro Paes;Poder Público;Suplente
Meio Ambiente e Saneamento;Ivan Lúcio Reis Fagundes;Poder Público;Titular
Meio Ambiente e Saneamento;Leandro Paiva Silva;Poder Público;Suplente
Meio Ambiente e Saneamento;Doménico de Souza Ribeiro;Poder Público;Titular
Meio Ambiente e Saneamento;André Luis da Silva Boviot;Poder Público;Suplente
Meio Ambiente e Saneamento;José Quintino Barreto Neto;Poder Público;Titular
Meio Ambiente e Saneamento;Larissa Ferreira Rocha;Poder Público;Suplente
Meio Ambiente e Saneamento;Hans Muylaert;Poder Público;Titular
Meio Ambiente e Saneamento;Maria Aparecida Praxedes da Penha;Poder Público;Suplente
Meio Ambiente e Saneamento;Tânia Márcia Ferreira Freitas;Poder Público;Titular
Meio Ambiente e Saneamento;Lilian Neto Barroso;Poder Público;Suplente
Meio Ambiente e Saneamento;Nildo Nunes Cardoso;Poder Público;Titular
Meio Ambiente e Saneamento;Gedison Canal Cesati;Poder Público;Suplente
Meio Ambiente e Saneamento;George Mendes Marinho;Sociedade civil;Titular
Meio Ambiente e Saneamento;Paulo Jorge Xavier de Souza;Sociedade civil;Suplente
Meio Ambiente e Saneamento;Ronaldo Bartholomeu dos Santos Filho;Sociedade civil;Titular
Meio Ambiente e Saneamento;José do Amaral Ribeiro Gomes;Sociedade civil;Suplente
Meio Ambiente e Saneamento;Ricardo Cabral da Cruz;Sociedade civil;Titular
Meio Ambiente e Saneamento;Sandro Abreu Cezario;Sociedade civil;Suplente
Meio Ambiente e Saneamento;Daniella Torres de Almeida Pereira;Sociedade civil;Titular
Meio Ambiente e Saneamento;Luis Maurício Nogueira de Andrade;Sociedade civil;Suplente
Meio Ambiente e Saneamento;Milton Erthal Junior;Sociedade civil;Titular
Meio Ambiente e Saneamento;Rodrigo Lira;Sociedade civil;Suplente
Meio Ambiente e Saneamento;Aprígio Barcelos;Sociedade civil;Titular
Meio Ambiente e Saneamento;Aline Iara Crissostomo Carvalho Rocha;Sociedade civil;Suplente
Meio Ambiente e Saneamento;Eraldo Mothé Barcelar da Silva;Sociedade civil;Titular
Meio Ambiente e Saneamento;Guilherme Nogueira de Aguiar;Sociedade civil;Suplente
Meio Ambiente e Saneamento;Vanda Terezinha Vasconcelos;Sociedade civil;Titular
Meio Ambiente e Saneamento;Ricardo Venâncio Juliboni;Sociedade civil;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Luisa Barreto Saramago;Poder Público;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Luiz Carlos Teixeira Guimarães;Poder Público;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Carlos Frederico de Menezes Veiga;Poder Público;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Tamys Luiz Fernandes;Poder Público;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Álvaro César Gomes Faria;Poder Público;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Jairo Videira Macedo;Poder Público;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Carlos Ronald Macabu Arêas;Poder Público;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Diogo Sodré Figueiredo Ferreira;Poder Público;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Carlos Roberto dos Santos Faria;Poder Público;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Jorge Luis de Souza Crespo;Poder Público;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Vera Cardoso de Melo;Poder Público;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Ricardo Andrade Corrêa;Poder Público;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Leandro Ramos Barreto;Poder Público;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Gedison Cesati Canal;Poder Público;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Wagner de Paula Almeida Pereira;Poder Público;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Lucimara Alves de Souza dos Santos;Poder Público;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Danielle da Cunha Lessa Quilici;Poder Público;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Márcia Valéria Soares Assed;Poder Público;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Marcel Cardoso e Cardoso;Poder Público;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Carlos Vinícius Viana Vieira;Poder Público;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Ronaldo Soares Pinto;Poder Público;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;José Márcio Ferreira;Poder Público;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Tito Lívio Campello Inojosa de Andrade;Sociedade civil;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Luis Marcos Barreto da Silva;Sociedade civil;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Paulo Honorato;Sociedade civil;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Paulo Roberto Flôr;Sociedade civil;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Ronaldo Bartholomeu dos Santos Júnior;Sociedade civil;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Ângelo José Burla Dias;Sociedade civil;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Jurandir Pereira Neto;Sociedade civil;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Elber Salve;Sociedade civil;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;João Gomes de Siqueira;Sociedade civil;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Zenilson Coutinho do Amaral;Sociedade civil;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Leandro Rodrigues Galaxy;Sociedade civil;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Sebastião da Silva;Sociedade civil;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Gil Roberto Afonso de Menezes;Sociedade civil;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Maria Agda Pelegrini Rosa;Sociedade civil;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;José Luiz Lobo Escocard;Sociedade civil;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Ricardo Cabral da Cruz;Sociedade civil;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Rodrigo Braga Souza;Sociedade civil;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Eduardo Felipe Nobre Mendonça;Sociedade civil;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Gilberto Soares dos Reis;Sociedade civil;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Patrícia Nogueira Buchaul;Sociedade civil;Suplente
POLÍTICA AGRÍCOLA E PECUÁRIA;Frederico Rangel Paes;Sociedade civil;Titular
POLÍTICA AGRÍCOLA E PECUÁRIA;Oziel Batista Crespo Filho;Sociedade civil;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Rogério Soares de Siqueira;Poder Público;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Ricardo da Silva Viana;Poder Público;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Graziela Escocard Ribeiro;Poder Público;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Carlos Roberto Bastos Freitas;Poder Público;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Thaís Chaves Soares Pessanha;Poder Público;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Raquel Almeida Gonçalves Santos;Poder Público;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Luana Rodrigues da Silva;Poder Público;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Tatiana Freire Ferreira;Poder Público;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Fernando Antônio Leite Cabral Loureiro;Poder Público;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Maria Angelica Rocha Gama;Poder Público;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;César Siqueira de Souza;Poder Público;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Wellington Passos;Poder Público;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Rogério Siqueira Dias Maciel;Poder Público;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Marcos Vinícius Soares de Souza;Poder Público;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;José Roberto Pessanha;Poder Público;Titular
PROMOÇÃO DA IGUALDADE RACIAL;José Armando Ribeiro Barreto;Poder Público;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Roberto Barcellos Pessanha Crespo;Poder Público;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Eliedma Pires Dutra da Conceição;Poder Público;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Rosângela Gomes Paulo;Poder Público;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Celeste da Silva Gomes;Poder Público;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Maria José Serafim Jorge;Sociedade civil;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Clécia Maria Almeida;Sociedade civil;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Patrícia Xavier Honorato;Sociedade civil;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Tatiana dos Santos Almeida;Sociedade civil;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Lucimara Pereira Muniz;Sociedade civil;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Maurício Teixeira;Sociedade civil;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Valquiria Rocha Servo;Sociedade civil;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Paulo Honorato;Sociedade civil;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Manuelli Batista Ramos;Sociedade civil;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Patricia Dias Silva dos Santos;Sociedade civil;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Gilberto Firmino Coutinho Junior;Sociedade civil;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Leo Darmont de Alvarenga;Sociedade civil;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Neicia Dabra da Penha Rosa de Araújo;Sociedade civil;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Lediane Reis de Souza;Sociedade civil;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;João José Ribeiro Damásio;Sociedade civil;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Eduardo Robson Guedes de Assis;Sociedade civil;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Victor Hugo Ribeiro Almeida;Sociedade civil;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Tamillys Lirio da Silva;Sociedade civil;Suplente
PROMOÇÃO DA IGUALDADE RACIAL;Sandro Abreu Cezário;Sociedade civil;Titular
PROMOÇÃO DA IGUALDADE RACIAL;Ricardo Cabral da Cruz;Sociedade civil;Suplente
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Maria Cristina Torres Lima;Poder Público;Titular
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Rodrigo Espinosa Andrade;Poder Público;Suplente
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;José Paes Neto;Poder Público;Titular
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Paolo Ney Bastos Marques Pereira;Poder Público;Suplente
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Marcos Geovane Manhães;Poder Público;Titular
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Roger Rangel Coutinho;Poder Público;Suplente
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Edison Pessanha Braga;Poder Público;Titular
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Isabela Eduardo Rodrigues;Poder Público;Suplente
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Cledson Sampaio Bittencourt;Poder Público;Titular
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Francisco Eduardo Leal;Poder Público;Suplente
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Vitor Montalvão Oliveira;Poder Público;Titular
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Edson Moreira dos Reis;Poder Público;Suplente
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Brand Arenari;Poder Público;Titular
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Francisco Eduardo Freitas Ribeiro dos Santos Filho;Poder Público;Suplente
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Fernando Luiz Cavalcanti Loureiro;Sociedade civil;Titular
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Rodolpho Carlos Jordão;Sociedade civil;Suplente
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;João Carlos de Souza Coutinho;Sociedade civil;Titular
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Ronaldo Araújo;Sociedade civil;Suplente
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Antônio Carlos Ornellas Berriel;Sociedade civil;Titular
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Vilmar Ferreira Rangel;Sociedade civil;Suplente
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Orlando Lino Pinheiro Portugal;Sociedade civil;Titular
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Claudius Marcelo Arêas Alves;Sociedade civil;Suplente
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Luis Carlos Cordeiro Chicri;Sociedade civil;Titular
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;João Elias Waked Filho;Sociedade civil;Suplente
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Rodrigo Porto;Sociedade civil;Titular
PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO E CULTURAL;Geovani Laurindo Filho;Sociedade civil;Suplente
TURISMO;Hans Muylaert;;
TURISMO;Roger Rangel Coutinho;;
TURISMO;Edimilson Mota;;
TURISMO;Eduardo Pozitivo;;
TURISMO;Marcelo Victor Ribeiro Oliveira;;
TURISMO;Paulo Sergio Arantes de Oliveira;;
TURISMO;Enos Gama Junior;;
TURISMO;Everaldo Reis Tavares Rangel;;
TURISMO;Pedro Lincoln Bessa;Poder Público;
TURISMO;Carlos Alberto Pessanha Dias;Poder Público;
TURISMO;Adriano Serra;;
TURISMO;Ivanildo Cordeiro;;
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Guilherme Manhães da Silva;Poder Público;Titular
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Wagner de Paula Almeida Pereira;Poder Público;Suplente
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Rosana de Souza Bastos;Poder Público;Titular
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Renykson dos Santos Jardim;Poder Público;Suplente
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Graciete Santana Nogueira Nunes;Poder Público;Titular
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Odisseia Pinto de Carvalho;Poder Público;Suplente
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Christiane Monteiro Alves Tinoco Leite;Poder Público;Titular
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Priscila Sá Champion Cabral;Poder Público;Suplente
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Andréa da Silva Pinto Lobo de Azeve;Poder Público;Titular
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Dalicea Schuller dos Santos;Poder Público;Suplente
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Jhoni Barros da Silva;Sociedade civil;Titular
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Alexandre da Silva;Sociedade civil;Suplente
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Angela Patrícia Ricardo da Silva;Sociedade civil;Titular
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Patrícia Ferreira de Carvalho;Sociedade civil;Suplente
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Marcos Messias da Silva Santos;Sociedade civil;Titular
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Taísa Santos Dias;Sociedade civil;Suplente
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Gabriel Henrique Barbosa Carvalho;Sociedade civil;Titular
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Ana Luisa Pereira dos Santos Pessanha;Sociedade civil;Suplente
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Helmar Amorim de Souza Oliveira;Sociedade civil;Titular
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Otávia Dias;Sociedade civil;Suplente
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Geovana Oliveira Almeida;Sociedade civil;Titular
Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação;Alessandra Crespo Rosa;Sociedade civil;Suplente
Combate à corrupção;José Paes Neto;Poder Público;Titular
Combate à corrupção;Bruno Glória Silva;Poder Público;Suplente
Combate à corrupção;Marcilene Barreto Nunes Dafl on;Poder Público;Titular
Combate à corrupção;Gisely Nunes Moço Barbosa;Poder Público;Suplente
Combate à corrupção;André Luiz Gomes de Oliveira;Poder Público;Titular
Combate à corrupção;Thaynam Silva Bairral França Gonçalves;Poder Público;Suplente
Combate à corrupção;Mariana Souza Oliveira Lontra Costa;Poder Público;Titular
Combate à corrupção;Sergio Renne Borges de Menezes Junior;Poder Público;Suplente
Combate à corrupção;Ricardo André de Vasconcelos Alvarenga;Sociedade Civil;Titular
Combate à corrupção;Cássio Leandro Moreira Peixoto;Sociedade Civil;Suplente
Combate à corrupção;Sérgio de Azevedo Almeida;Sociedade Civil;Titular
Combate à corrupção;Dalicéa Schueler dos Sant;Sociedade Civil;Suplente
Combate à corrupção;Rafael Crespo Maciel Machado;Sociedade Civil;Titular
Combate à corrupção;Kelly Viter Campos;Sociedade Civil;Suplente
Combate à corrupção;Cláudio Nogueira Andrade Filho;Sociedade Civil;Titular
Combate à corrupção;Paulo César Genásio de Souza;Sociedade Civil;Suplente
Defesa do Consumidor;Douglas Leonard Queiroz Pessanha;Poder Público;Titular
Defesa do Consumidor;Bruno da Silva Lopes;Poder Público;Suplente
Defesa do Consumidor;Robson de Lima Braga;Poder Público;Titular
Defesa do Consumidor;Joana de Freitas Tavares Campista;Poder Público;Suplente
Defesa do Consumidor;Vera Cardoso de Melo;Poder Público;Titular
Defesa do Consumidor;Elana Martins Rodrigues;Poder Público;Suplente
Defesa do Consumidor;Mariano Amorin;poder Público;Titular
Defesa do Consumidor;Janaína Gomes Viana;poder Público;Suplente
Defesa do Consumidor;Nildo Nunes Cardoso;Poder Público;Titular
Defesa do Consumidor;Gedison Cesati Canal;Poder Público;Suplente
Defesa do Consumidor;Rodolpho Carlos Jordão;;Titular
Defesa do Consumidor;Gerson de Souza Gomes;;Suplente
"Conselho Deliberativo do Instituto de Previdência dos Servidores do
Município de Campos dos Goytacazes - PREVICAMPOS";Leonardo Barreto Almeida Filho;Poder Público;Titular
"Conselho Deliberativo do Instituto de Previdência dos Servidores do
Município de Campos dos Goytacazes - PREVICAMPOS";Diego Suisso da Hora;Poder Público;titular
"Conselho Deliberativo do Instituto de Previdência dos Servidores do
Município de Campos dos Goytacazes - PREVICAMPOS";Gisely Nunes Moço Barbosa;Poder Público;titular
"Conselho Deliberativo do Instituto de Previdência dos Servidores do
Município de Campos dos Goytacazes - PREVICAMPOS";Thais de Maria Gomes de Andrade Ramos;Poder Público;suplente
"Conselho Deliberativo do Instituto de Previdência dos Servidores do
Município de Campos dos Goytacazes - PREVICAMPOS";Manuela Rodrigues D'Oliveira Portugal;Poder Público;suplente
"Conselho Deliberativo do Instituto de Previdência dos Servidores do
Município de Campos dos Goytacazes - PREVICAMPOS";Marcos Vinicios Soares de Souza;Poder Público;suplente
"Conselho Deliberativo do Instituto de Previdência dos Servidores do
Município de Campos dos Goytacazes - PREVICAMPOS";Alexandre Crespo Stoller;Sociedade civil;titular
"Conselho Deliberativo do Instituto de Previdência dos Servidores do
Município de Campos dos Goytacazes - PREVICAMPOS";Elaine Fontes Leão;Sociedade civil;titular
"Conselho Deliberativo do Instituto de Previdência dos Servidores do
Município de Campos dos Goytacazes - PREVICAMPOS";Fábio de Azevedo Almeida;Sociedade civil;titular
"Conselho Deliberativo do Instituto de Previdência dos Servidores do
Município de Campos dos Goytacazes - PREVICAMPOS";Mário dos Santos Gomes;Sociedade civil;suplente
"Conselho Deliberativo do Instituto de Previdência dos Servidores do
Município de Campos dos Goytacazes - PREVICAMPOS";Ronald de Souza Pereira;Sociedade civil;suplente
"Conselho Deliberativo do Instituto de Previdência dos Servidores do
Município de Campos dos Goytacazes - PREVICAMPOS";Antônio Augusto de Sá Rodrigues;Sociedade civil;suplente
Gestor do Fundecam;Rogério Fernandes Ribeiro Gomes;Poder Público;Titular
Gestor do Fundecam;Rosana Corrêa Juncá;Poder Público;Suplente
Gestor do Fundecam;Luiz Claudio Vieira;Poder Público;Titular
Gestor do Fundecam;Leonardo Gomes Mocaiber;Poder Público;Suplente
Gestor do Fundecam;Carlos Vinicius Viana Vieira;Poder Público;Titular
Gestor do Fundecam;Marcel Cardoso e Cardoso;Poder Público;Suplente
Gestor do Fundecam;José Paes Neto;Poder Público;Titular
Gestor do Fundecam;Tainá de Oliveira Inácio;Poder Público;Suplente
Gestor do Fundecam;Barreto Nunes Daflon;Poder Público;Titular
Gestor do Fundecam;Gisely Nunes Moço Barbosa;Poder Público;Suplente
Gestor do Fundecam;Evandro Guimarães Ferraz;Poder Público;Titular
Gestor do Fundecam;Leandro Ramos Barreto;Poder Público;Suplente
Gestor do Fundecam;Leonardo Diogenes Wigand Rodrigues;Poder Público;Titular
Gestor do Fundecam;Mariano Amorim;Poder Público;Suplente
Gestor do Fundecam;José Felipe Quintanilha França;Poder Público;Titular
Gestor do Fundecam;Romeu e Silva Neto;Poder Público;Suplente
